text,disaster_type
M.iam.i &amp; Flo Rida - (Avalanche) Rescue Me From The Dancefloor (Official Video HD) http://t.co/UUmXDCMgYC,landslide
@Niknik70Nw no happy meal has avalanche and quagsire can learn ice beam,landslide
"I'm less upset by the Avs missing the playoffs, than I am by them getting embarrassed twice in a week by the pathetic Oilers #avalanche",landslide
"Un deslizamiento de tierra ocurrido en la ví_a Alí_ag-Santo Domingo que une a Quito con la zona costera dejí_ seis personas fallecidas,",landslide
New post: Richard Bachman stops 29 shots as Oilers beat Avalanche 4-1 to end 5-game road losing streak http://t.co/FBbVhaTQJm,landslide
Alps avalanche kills skiers Ronnie Berlack and Bryce Astle on http://t.co/XnJhzh6QoW,landslide
Now on Garage Rock Radio 24  The New Dimensions - Avalanche  Visit  http://t.co/TBSb5b5oK7 Cheers,landslide
"The avalanche risk is currently at 4 in the Grand Massif, please stick to the pistes and pay attention to any safeäó_ http://t.co/peFmUua2bU",landslide
Richard Bachman stops 29 shots as Oilers beat Avalanche 4-1 to end 5-game road losing streak http://t.co/Yuv3Wq43id,landslide
"Hoofbeat admission fee services passageway zirconium snowslide, adelaide differently melbourne: vzeHyv",landslide
Infos des 3 vallí©es [DECLENCHEMENT Däó»AVALANCHE ] ApríÂs ces chutes de neige accompagní©es... http://t.co/07ONP8vKQW http://t.co/m8RAqlMUMA,landslide
Cyclisme - Paris-Roubaix: Tom Boonen se donne une petite chance de participer: Blessí© depuis une chute &gt;&gt; http://t.co/eXpVngXpKU #cyclisme,landslide
Havelange: deux blessí©s suite íæ la chute däó»une faí_ade íæ cause des rafales de vent:                   íó cause d... http://t.co/X6AJd2PY4v,landslide
"radio Nature - Lyon Trop polluí©e, Lyon chute de sept places dans un classement europí©en - Frí©quence Terre http://t.co/It7efGZ8XZ",landslide
"#DDP 4 leaders (Debusschere, Salomein, Reihs, Oliveira) - Bennett DNS - Steegmans DNF, chute, blessí© au genou",landslide
#LIVE D213 (Savoie) Glissement de terrain http://t.co/rqg5WONFvr pour + d'infos,landslide
"RT LeRavito: #DDP 4 leaders (Debusschere, Salomein, Reihs, Oliveira) - Bennett DNS - Steegmans DNF, chute, blessí© au genou",landslide
"@cinemathebride @phonandroid @sahin0071 Le gars jette trois fois au sol le portable, il säó»en sort bien! Incroyable ! http://t.co/w5aNfHNXEv",landslide
Havelange: deux blessí©s suite íæ la chute däó»une faí_ade íæ cause des rafales de vent:                   íó cause d... http://t.co/jJOoHlB2He,landslide
I'm at Cenines https://t.co/B78OlSFUCb,landslide
"I'm at Recreo Alto - @g_labarrera in Chile, Quinta https://t.co/AvEAjuBRda",landslide
Nothing is impossible [!]  #blackandwhite #black #white #design #face #instaface #beard #twinkäó_ https://t.co/xBcsCAsV1r,landslide
Tributes to Everest avalanche dead http://t.co/hDdCHm3YPC,landslide
Everest mountaineers mourn avalanche dead one year on http://t.co/EcAST5RsKQ,landslide
@AvalancheTwitch i bet you named yourself Avalanche after you realized that snow is the only thing that'd go down on you,landslide
Check out New Colorado Avalanche Starter Windbreaker Jacket XL NHL Unisex Rain Throwback http://t.co/2qVUEWfDTQ @eBay,landslide
Rockslide at the #Squamish Chief http://t.co/SeM7zCMP9U (photo credit correction: @squamishsusan) http://t.co/1QkL6KwJWS,landslide
1000 m3 avalanche from the Chief today. https://t.co/xF4cMN3hoB,landslide
#RHOA You know Todd was low key trying to start avalanche when MamaJoyless hit ski slope.,landslide
GT Avalanche 1.0 Disc Mountain bike - Full read by eBay http://t.co/QPf1dUVwdW http://t.co/Zde6zuAVML,landslide
Stawamus Chief rockslide in Squamish http://t.co/iBmdeU9e1v @davepetley http://t.co/mQP2Xn4LTZ,landslide
hopefully nobody hurt in #stawamuschief #rockslide @squamishchief,landslide
rockslide reported at Stawamus Chief (with video) http://t.co/d1iOYisRZb via @theprovince,landslide
At ~4 pm local 2 locomotives &amp; 9 intermodal car bodies on an Ebound CN train derailed upright ~25 mi NE of Kamloops BC due to a rockslide,landslide
#StawamusChief #rockslide: 4 climbers found safe #StawamusChiefrockslide #canada http://t.co/etWwt18UFB,landslide
Rockslide on Chief rumbles #Squamish | Sea to Sky | @PiqueNews  http://t.co/AV1AV8ytR7 #Rockslide http://t.co/0jQJPtM7OH,landslide
"à_±0äìÂJe suis un terrain glissant, ils sont un glissement de terrainà_Ê5äÖ",landslide
"Wow, that must have been a sight! https://t.co/tiVX8d8165",landslide
Ambulances dispatched after rockslide reported at Stawamus Chief (with video) http://t.co/3nFOc61Pbl,landslide
Rockslide at the Squamish Chief : @Caulbender10 http://t.co/6w4tEJufvF,landslide
Hard to be serious when these guys are around ... Planning a trip to Dubai soon for ouräó_ https://t.co/T74mdfJPMe,landslide
we just baked a cake yay,landslide
love kids http://t.co/SVSgDWmISH,landslide
"goodbye taipei, it was an interesting week &amp; now i can cross some things off my bucket list: Traveläó_ https://t.co/4I64WwqjlL",landslide
You know it's fine art when you don't understand it. #art #fineartsmuseum #painting #flowers #vsco @äó_ https://t.co/7abuhn836p,landslide
"""@FactsOfSchool: when you want to sleep during class http://t.co/7Hr3zVHneO"" à_æ2à_D",landslide
"Massive rockslide at Stawamus Chief in #Squamish (PHOTOS, VIDEOS)   http://t.co/5zXMB6jsGV http://t.co/6NFHSradtc",landslide
"Hey Valdez, What have you seen as far as avalanche activity out of this storm? We haven't had many reports of... http://t.co/RYpZ5PTPIk",landslide
L'actualití© de la moto tout terrain.: Vidí©o : La chute de Jí©rí©my Van Horebeek íæ Mons http://t.co/apFpxrXaAh,landslide
"you're the jive guru and I want to sing along with you, sing along with you.. your sweetness, would cause a rockslide..",landslide
"Wow, someone survived an avalanche after being buried for 10hrs http://t.co/wiMG5TZrzC",landslide
"Wow, Man survives avalanche -&gt; buried for 10hrs! Typically after 15min very low survival http://t.co/wiMG5TZrzC äó_ http://t.co/9x2Ej71YPQ",landslide
@bernardpivot1 risque d'avalanche de bonnes nouvelles,landslide
http://t.co/pjVGIpnIHk: Football Team Honors... http://t.co/pHKZnyFw4Q #avilacollege #colorado #pariswalkup #pl_news_playlist #rockslide,landslide
Le CongríÂs ouvre une enquíÈte sur la mort de 22 Navy SEALs dans la chute däó»un hí©licoptíÂre en Afghanistan http://t.co/dppka6CmTx,landslide
Ma moyenne chute íæ mort...j'ai míÈme pas la moyenne pour le moment...,landslide
Mystí©rieux glissement de terrain en Russie (vidí©o) - http://t.co/CSgA7u7AcM http://t.co/iwuu7K86Li,landslide
Synutra íæ Carhaix. Un ouvrier blessí© dans une chute sur le chantier http://t.co/KmfRPEzNhc #FinistíÂre,landslide
#NowPlaying on http://t.co/W6Nf7GW6BD: Adrian Johnston - Avalanche. @adrianjohnston7. Tune in: http://t.co/fypynLrz17,landslide
Synutra íæ Carhaix : Un ouvrier blessí© dans une chute sur le chantier (Ouest-France) http://t.co/nnIa2O6SSK #Brest #FinistíÂre,landslide
#NowPlaying G Money t J Avalanche (Snow Team) - Milk The Game Out - @GmoneyLDN  @javalanche1 on OMA Global Radio @oma_radio,landslide
The shaping of dead person alias snowslip: kCwHEZVO,landslide
Detours &amp; bus changes in Cedar Grove today due to rockslide..details here: http://t.co/kyALrpfNU9,landslide
@Slimslemtslemt j aime etre sur des terrains glissant et toi sur des glissement de terrain,landslide
"Sad news out of Pikeville, KY: One man has died after crashing into a safety barrier near a rockslide. Michael Justice was 31 years old.",landslide
Je suis sur un terrain glissant tu es sur un glissement de terrain,landslide
#LIVE D213 (Savoie) Glissement de terrain http://t.co/DMfCINnB3J pour + d'infos,landslide
"Rain #Jammu &amp; #Kashmir recedes, avalanche scare persists. READ MORE: http://t.co/KvXPuVtPN6 @weatherofindia #Srinagar",landslide
J'suis sur un terrain glissant..... T'es sur un glissement d'terrain,landslide
Snowslip knight from turn the scale label conjunction developed commencement: FuOYwoBz http://t.co/lQpCp2sWSR,landslide
Seaman snowslip as long as measure time sooner or later: jQp,landslide
#Pausecafí© Glissement de terrain en #Russie http://t.co/29OfDaazJo,landslide
"Un randonneur gravement blessí© apríÂs une chute sous la dent du Chat, en Savoie äóñ faits divers -... http://t.co/KV8hRqIs9V",landslide
Un impressionnant glissement de terrain filmí© en Russie http://t.co/AN5TfEiN0u http://t.co/hFEfK3dDc0,landslide
#buzz Un impressionnant glissement de terrain filmí© en Russie http://t.co/NQxSTL4qXh,landslide
Je crois que tout mes í©lastiques sont portí© disparu dans une avalanche de bordel,landslide
Un homme sauve un chien pris au piíÂge apríÂs un í©boulement http://t.co/cNhlovTLJh,landslide
@meganejoubreel tu vien de faire une chute libre 3eme sous sol dans mon estime la mdddddr,landslide
"@AlisonT_13 @OneSwiftFive_ et par terre, comme une merde à_æ2à_æ2à_æ2 nn mais la 2íÂme chute stp mdrr",landslide
Chute de fps d'enculí© de mort,landslide
Randa envahi par un nuage de poussiíÂre: Un í©boulement a souleví© mercredi un immense nua... http://t.co/1WzYI1WBbu http://t.co/eiPprnlMoy,landslide
"Nouvelle chute dans le peloton, Anthony Roux et Wouter Poels notamment sont íæ terre. #FlecheWallonne",landslide
"@andy_schleck Sa chute í©tait impressionnante, il est restí© longtemps prostrí© au sol, j'espíÂre que ce n'est pas trop grave. #TrekFan",landslide
Encore un des favoris au sol avec la chute de Vanendert... #FlecheWallonne,landslide
L'importance c'est pas la chute mais la terre d'accueil,landslide
Un homme sauve un chien pris au piíÂge apríÂs un í©boulement http://t.co/0GFEmfceEL via @ohmymagfr,landslide
Mais dí©cidí©ment ! Une í©niíÂme chute : Froome et Sanchez sont au sol. Sanchez est dí©jíæ reparti. Froome pas encore. #FlecheWallonne,landslide
"Un camarade säó»est blessí© lors däó»une chute. Quelques jours plus tard, il a mal, sa plaie est gonflí©e rouge purulente, il consulte un mí©decin.",landslide
J'suis sur un terrain glissant t'est sur un glissement de terrain,landslide
I couldn't tell you how many times my phone has fallen from my pocket out of my avalanche 5 feet onto the ground,landslide
J'suis sur un terrain glissant t sur un glissement dterrain,landslide
Tlhr Diarata elle a fait une chute papapapa pitsain on í©tait K.O Badox il í©tait mort mddrrrr j'ai cru j'aller mourrir,landslide
Tout les jours mon tel il fait au moins 2 chute contre le sol,landslide
"7 Day outlook,  melting terrible flooding Pyongyang Avalanche Comox Valley, Ecosystems  Error. still on alert    cool Fading     ////",landslide
#HiCrush #TheDress #KCA #gameinsight #RT #FOLLOW #vote5sos Trois morts et deux blessí©s dans une avalanche en http://t.co/GuvHIU6bpC,landslide
DOUBLE Box Break 14-15 Upper Deck ICE #984 - Colorado Avalanche http://t.co/RVLNg0gOt7 http://t.co/55kZhwoTwH,landslide
Tributes to Everest avalanche dead   http://t.co/vJO7iRKrbO   #foreignmainstreamnews,landslide
Colorado Avalanche Are On a Road to Nowhere http://t.co/FE9Vew8UBH,landslide
#NowPlaying on http://t.co/W6Nf7GW6BD: Adrian Johnston - Avalanche. @adrianjohnston7. Tune in: http://t.co/fypynLrz17,landslide
"she eventually hears something sliding down the edge of the cliff and she thinks äóìoh a rockslide? cool im dead. cool. nice""",landslide
Got Garage Door Blues? Need Repairs? No Problem! Call Avalanche Garage Doors Today! (703) 348-7178,landslide
#quarterfinals @NHL @NHLonNBCSports best time of year just missing my @Avalanche,landslide
Whoever keeps RTing cookies and ice cream and sweet shit onto my TL as if it looks appetizing needs to die in an avalanche. Of sea salt. Mm.,landslide
"Oh Kakes, never change... https://t.co/MUcUBdsLnf",landslide
Tributes to Everest avalanche dead   http://t.co/vJO7iRKrbO   #foreignmainstreamnews,landslide
an earthquake and an avalanche of change,landslide
#HiCrush #TheDress #KCA #gameinsight #RT #FOLLOW #vote5sos Au moins trois morts dans une avalanche en Valais http://t.co/ORQhrfkjV7,landslide
"EnquíÈte sur la mort däó»une femme quartier Juranville vendredi íæ #Bourges :le dí©cíÂs serait díé íæ la chute du 4íÂme í©tage, aucune  trace de coups",landslide
How in contemplation of insert disjoin esp snowslip: kENXHgJ,landslide
""" l'absurde recule"" se rejouit D Seux : les enfants apprentis pourront monter sur des echelles un jeune en est mort par chute pres de Rennes",landslide
#HotPics #Cute #Avalanche on #AppAndroid Disaster Wallpaper http://t.co/qTL0zzJVLM http://t.co/gjI6SgIv0t,landslide
"ASG - ""Avalanche"" (Official HD Lyric Video) | © 2013 http://t.co/h5DByAjoJ3 #metal #hardrock #altrock #rock #stoner #doom #asg @asgnation",landslide
"UPDATED :Avalanche switching AHL affiliate to San Antonio, Columbus to take over Lake Erie - http://t.co/mK1X9hQH46 #Avalanche",landslide
Sí©isme au Ní©pal : la vidí©o de l'avalanche monstrueuse au camp de base de l'Everest. http://t.co/SLCsS0DUJe,landslide
@Harry_Styles i love you harry. Thank you so much.,landslide
@Harry_Styles thank you for how much you care for everyone and this world. Love you for that.,landslide
Sí©isme au Ní©pal : la vidí©o de l'avalanche filmí©e par un rescapí© http://t.co/NeR0LzJ4HR,landslide
VIDEO. Ní©pal: La vidí©o de l'avalanche au camp de l'Everest filmí©e par un alpiniste http://t.co/AXmGokpaNm,landslide
"""Je suis sur un terrain glissant tu es sur un glissement de terrain""",landslide
Actualití©s: Un alpiniste filme l'avalanche provoquí©e  ... - http://t.co/NfafdZLKqw | recherche http://t.co/C16uL7tb6h http://t.co/MldU5dvloy,landslide
Actualití©s: Une avalanche filmí©e par un alpiniste au camp de base de l'Everest - http://t.co/Dd7uMU1O7O | recherche http://t.co/C16uL7tb6h,landslide
@dansubmarino101 its amazing how much better things go when you get some work.,landslide
@paigearooney that's not a Texas flagà_æ2,landslide
Watching Baby Boy and its probably the only good decision I've made for myself in the last two weeks.,landslide
äóì@gabsmxx: did it http://t.co/d1bmqCDE7oäóoh hell yes gabs HELL YESà_æDà_æD,landslide
Keep your head up pretty à_æAà_ç8à_1 https://t.co/vtNA5amkjh,landslide
bruh will someone text me.,landslide
"Please come out &amp; support the SHS Starsteppers!! This Friday &amp; Saturday!!! Don't forget the fun ""MOM"" dance ä_¥à_ÊFà_çC http://t.co/Rg97UjVcEK",landslide
"So tell me baby are you just crazy, you're crazy over me",landslide
@AdrianIvory chillllll,landslide
Tons of Rye spice. One of the better Rye IPAs I've had. Citrus and pi... (Rye of the Tiger) http://t.co/frTpJNTKq4 #photo,landslide
"I'm at @WinStarWorld Casino and Resort in Thackerville, OK https://t.co/D66WINpPT9",landslide
@AcSabita what is needed there and what quantity ?,landslide
"@isisnaomi_ face, heightà_æD",landslide
"John 16:22 NIV  So with you: Now is your time of grief, but I will see you again and you will rejoice, and no one will take away your joy.",landslide
being sleepy before midnight is an every night thing it's always going to sleep that's the hardest part,landslide
We needa get like Baltimore ... à_ÍBà__Fà_¢4,landslide
I'm so used to being used,landslide
feel special if you have an emoji by your name... only 7 people do à_æ2,landslide
äóì@heatherdubbs: i want college so bad it's unrealäó no you don't,landslide
@maekaylinghoram à_æ2à_æ2 what you want for your birthday man?,landslide
I can't believe he got fired ....,landslide
It gets worse at night..,landslide
Up tho no good last December with my brothers Rabindra and Meg. Pizza and lots of Macallan wouldäó_ https://t.co/QwXVePReaM,landslide
"oh, I just love getting asked this question.. à_æ2",landslide
@NadiaAlexis21 I'm sure everyone is. Total bs,landslide
Maybe one day you will realize I'm your kid not them.à_Cäìë¥,landslide
Thanks for the awesome show last night and kindness @Hozier @MiaFitzMusic! See you soon! #EuropeanSuperheroes http://t.co/SFd0QTpcKI,landslide
11:36 and I want a double meat double cheese curly fries and a milkshake,landslide
I've learned more about myself in the past year than I have in my other 20 years combined &amp; that alone is something to be thankful for.,landslide
Progress #art #oklahomacity #local #localart #chandlerwatsonart #oklahoma @ my universe https://t.co/s5gV8PzbeU,landslide
@Onanmebaby no you don't,landslide
@incredibleaaku @aj33b @thapanmol @Vsre_208 @RupsaKarki ok all of u be safe yar .. :),landslide
I stay confused about everythingà_æ2à__8 nowadays.,landslide
"lol, I have no problem with admitting that. à_1",landslide
